id,diretoria,pai_setor,setor,nome_setor,categoria_hub,subcategoria_geo,nat,tipo,situacao_2024,centro_custo,cod_ua,endereco,bairro,cep,telefones,emails,latitude,longitude,street_view,como_chegar,flag_geo,regra_classificacao,observacao,global_id
329,DLU,CG09V,CG09V-P,Gerência Vila Isabel - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,47020001,14955.0,"Rua Torres Homem, 890",Vila Isabel,20551-070,98094-3524,dss.sg09v@gmail.com,-22.91456513065896,-43.25142852962928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91456513,-43.25142853",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{6CBFAE75-EB3A-444B-A0B6-0CD6D8D048E4}
330,DLU,LRC,CCG,Coordenadoria de Apoio e Gestão,Operacional,Unidade operacional,OP,COORDENADORIA,"Unid. Adm., Unid. Oper.",47090000,53299.0,"Rua General Espírito Santo Cardoso, 628",Muda,20530-500,,,-22.93252735944342,-43.24826645982917,"http://maps.google.com/maps?q=&layer=c&cbll=-22.93252736,-43.24826646",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{452B806A-9A1E-4CC9-BF76-D404156D3610}
331,,COM,COML77,Secretaria Municipal de Trabalho e Renda – SMTE,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81770000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{4B912EEA-45F5-4A2B-BB24-6C59556B79E5}
332,DSU,UGP,UGP05,Gerência Adjunta de Limpeza Predial 5 - Clube do Servidor Municipal,Gestão de Pessoas,Gestão de pessoas,,VIRTUAL,Limp. Pred.,44130905,45295.0,"Rua Ulysses Guimarães, S/N",Cidade Nova,20211-200,,,-22.91266530991811,-43.20487529206891,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91266531,-43.20487529",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,"Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{CEC75188-8887-4060-9F05-CF12290DEC46}
333,COML,COM,COML99,Diretoria,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Adm., Unid. Oper., Conv. SMS",81990000,,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{15490F6B-31DF-4DDF-A9ED-CB8C2860B469}
338,DLU,LRB,BG16J,Gerência Jacarepaguá,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,46040000,14996.0,"Estrada da Covanca, 320",Tanque,22735-020,976304764,maosilva@prefeitura.rio / bg16jdsb@gmail.com,-22.91891380614107,-43.35835600221453,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91891381,-43.358356",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{EC87DCF7-CEAF-4F21-BA69-59345364F087}
339,DLU,BG24B,BG24B-P,Gerência Barra da Tijuca - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,46020001,14998.0,"Avenida Ayrton Senna, 2001",Barra da Tijuca,22755002,969423112,bg24bdsb@gmail.com,-22.99289143804819,-43.36679916156873,"http://maps.google.com/maps?q=&layer=c&cbll=-22.99289144,-43.36679916",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{8CDD2788-D0C2-4A1D-8288-5DE45EA68BA5}
340,DSU,UCP,UGH-L,Gerência Adjunta de Limpeza Hospitalar Lourenço Jorge,Operacional,Limpeza hospitalar,OP,GERÊNCIA ADJUNTA,Limp. Hosp.,44130700,45292.0,"Avenida Ayrton Senna, 2000",Barra da Tijuca,22775-003,3111-4764,alsalves@prefeitura.rio,-22.99500840608063,-43.36345742871184,"http://maps.google.com/maps?q=&layer=c&cbll=-22.99500841,-43.36345743",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{02F7B881-8CFE-451F-BBDC-20FAD91EFE84}
341,DSU,UCP,UGE-O,Gerência Adjunta de Serviços em Escolas Oeste,Operacional,Unidade operacional,OP,GERÊNCIA ADJUNTA,Unid. Oper.,44130300,45286.0,"Rua Dom Pedrito, 1",Campo Grande,23070-170,98094-2517,silvana.maximiano@prefeitura.rio,-22.90383190359858,-43.57315805017218,"http://maps.google.com/maps?q=&layer=c&cbll=-22.9038319,-43.57315805",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{86BB7025-CCBE-4117-A194-5C86A2D1E11A}
342,DSU,UCV,UGV-S,Gerência de Manejo Arbóreo Sul,Operacional,Manejo arbóreo,OP,GERÊNCIA,Unid. Oper. Man. Arb.,44141000,48870.0,"Avenida Presidente Vargas, 2558, Praça General Pedra",Cidade Nova,20230-240,98094-4294,,-22.90719973583354,-43.19897269769555,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90719974,-43.1989727",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{F4D51651-A45B-48D1-9420-5800714D3662}
343,DSU,UGH-L,UGH-L01,Gerência Adjunta de Limpeza Hospitalar Lourenço Jorge (Maternidade Leila Diniz),Operacional,Limpeza hospitalar,,VIRTUAL,Limp. Hosp.,44130701,45292.0,"Avenida Ayrton Senna, 2000",Barra da Tijuca,22775-003,,,-22.99500840608063,-43.36345742871184,"http://maps.google.com/maps?q=&layer=c&cbll=-22.99500841,-43.36345743",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{729B0264-D724-47B5-97EB-185BF2A453CD}
344,DSU,UGE-O,UGE-O 9,Gerência Adjunta de Serviços em Escolas Oeste (9ª CRE),Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,44130302,45286.0,"Rua Dom Pedrito, 1",Campo Grande,23070-170,,,-22.90383190359858,-43.57315805017218,"http://maps.google.com/maps?q=&layer=c&cbll=-22.9038319,-43.57315805",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{AC4E7B40-0E2B-44F2-8DA9-7E29A620EDDE}
345,DSU,UGE-O,UGE-O 10,Gerência Adjunta de Serviços em Escolas Oeste (10ª CRE),Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,44130303,45286.0,"Rua Dom Pedrito, 1",Campo Grande,23070-170,,,-22.90383190359858,-43.57315805017218,"http://maps.google.com/maps?q=&layer=c&cbll=-22.9038319,-43.57315805",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{3AFEB045-5554-490E-8E72-978BAD6D8B72}
346,DSU,UGE-O,UGE-O 8,Gerência Adjunta de Serviços em Escolas Oeste (8ª CRE),Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,44130307,45286.0,"Rua Dom Pedrito, 1",Campo Grande,23070-170,,,-22.90383190359858,-43.57315805017218,"http://maps.google.com/maps?q=&layer=c&cbll=-22.9038319,-43.57315805",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{EE0E3CEC-186E-45EF-9FC8-6848A9748F1E}
349,DLU,LRC,CG13P,Gerência Piedade,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,47060000,41890.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,98094-6595,nmgpenha@prefeitura.rio / dsn.ng13p@gmail.com,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{26A425FA-9031-488E-BE50-384B2D847D15}
350,DTE,DTE,TGO,Gerência de Obras,Engenharia,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,60050000,41760.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,2569-2147,sandra.abrahao@preitura.rio,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,Diretoria DTE ou termo técnico/engenharia,,{F84E2928-0AFF-4C56-9DC5-99737FA62142}
351,COML,COM,COML06 - APA 1,Secretaria Municipal de Educação – APA 1ª CRE,Apoio,Unidade operacional,,ÓRGÃO EXTERNO,Unid. Oper.,81060001,,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Órgão externo, convênio ou unidade de apoio",,{51E6D145-9FA2-4CBB-9880-5E641487444C}
352,COML,COM,COML06 - APA 2,Secretaria Municipal de Educação – APA 2ª CRE,Apoio,Unidade operacional,,ÓRGÃO EXTERNO,Unid. Oper.,81060002,,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Órgão externo, convênio ou unidade de apoio",,{B86E26CB-3F19-4464-B0D7-9BA2F50F2D79}
353,COML,COM,COML06 - APA 3,Secretaria Municipal de Educação – APA 3ª CRE,Apoio,Unidade operacional,,ÓRGÃO EXTERNO,Unid. Oper.,81060003,,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Órgão externo, convênio ou unidade de apoio",,{D1B0CC88-485F-4063-89E5-5DA4F5EA6368}
354,COML,COM,COML06 - APA 4,Secretaria Municipal de Educação – APA 4ª CRE,Apoio,Unidade operacional,,ÓRGÃO EXTERNO,Unid. Oper.,81060004,,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Órgão externo, convênio ou unidade de apoio",,{2C0579AA-33CE-4392-9985-0F2005EB8972}
355,COML,COM,COML06 - APA 11,Secretaria Municipal de Educação – APA 11ª CRE,Apoio,Unidade operacional,,ÓRGÃO EXTERNO,Unid. Oper.,81060011,,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Órgão externo, convênio ou unidade de apoio",,{124977A5-03BD-4631-A9BD-87D87E32EBE9}
356,DLU,TGM,TGM01,Gerência de Manutenção de Veículos e Equipamentos - Irajá,Manutenção,Limpeza hospitalar,,VIRTUAL,"Unid. Oper., Coop. Catad., Col. Hosp.",67003001,45841.0,"Avenida Monsenhor Félix, 512",Irajá,21235-110,981699200 / 980940793,,-22.84635318572439,-43.32220662467676,"http://maps.google.com/maps?q=&layer=c&cbll=-22.84635319,-43.32220662",,OK,"Termos de frota, manutenção, oficina ou logística","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{AC65A858-16FA-47CB-8C74-0FEC9BC6BFDB}
357,DLU,OG19C,OD19J,Divisão de Serviços Jesuítas,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,43042000,15020.0,"Avenida Brasil, 153",Santa Cruz,23570-030,96494-5133,andersoncmagalhaes@prefeitura.rio / od19jjesuitas@gmail.com,-22.89439396543829,-43.6761668487059,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89439397,-43.67616685",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{51351B7F-A307-46D2-8B2A-58D54FF3FF46}
358,DLU,LRS,SG06L,Gerência Leblon,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,41090000,14949.0,"Avenida Epitácio Pessoa, S/N",Ipanema,22410-090,98094-6145,marcio.casantos@prefeitura.rio / dss.sg06l@gmail.com,-22.97936341649262,-43.22482231827406,"http://maps.google.com/maps?q=&layer=c&cbll=-22.97936342,-43.22482232",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{A5376965-8894-4AB1-97E6-6864BE340DD7}
359,DLU,LRS,SG27R,Gerência Rocinha,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,41290000,15719.0,"Rua Aquarela do Brasil, 600",São Conrado,22610-010,98094-5044,genair.silva@prefeitura.rio / dss.sg27r@gmail.com,-22.99440551598495,-43.25280257921317,"http://maps.google.com/maps?q=&layer=c&cbll=-22.99440552,-43.25280258",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{00D4C13C-2A00-4100-BA3B-FC0776ECD7B2}
360,DLU,SG27R,SG27R-P,Gerência  Rocinha - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,41290001,15719.0,"Rua Aquarela do Brasil, 600",São Conrado,22610-010,98094-5044,dss.sg27r@gmail.com,-22.99440551598495,-43.25280257921317,"http://maps.google.com/maps?q=&layer=c&cbll=-22.99440552,-43.25280258",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{03675109-942D-4D1F-8FCB-09C45DE1430B}
361,DLU,SG06L,SG06L-P,Gerência Leblon - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,41090002,14949.0,"Avenida Epitácio Pessoa, S/N",Ipanema,22410-090,98094-6145,dss.sg06l@gmail.com,-22.97936341649262,-43.22482231827406,"http://maps.google.com/maps?q=&layer=c&cbll=-22.97936342,-43.22482232",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{E55A57FE-53C2-4524-9C60-A0210CDE2597}
362,DLU,CG13P,CD13C,Divisão de Serviços Cachambi,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,47061000,14978.0,"Avenida Dom Helder Camara, 5798",Pilares,20771-004,98094-4382,ivairosouza@prefeitura.rio / comlurb_ng13c@rio.rj.gov.br,-22.88670283359368,-43.28719046109009,"http://maps.google.com/maps?q=&layer=c&cbll=-22.88670283,-43.28719046",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{E4E402A9-235C-41AD-A307-57CAB2433B3A}
363,DLU,LRC,CGE,Gerência de Serviços Extraordinários e Pronto Emprego,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,47081000,53298.0,"Rua, Ceará, S/N, , Bairro Praça da Bandeira, Rio de Janeiro",Praça da Bandeira,20270-160,E-mails(s):,,-22.91032864312076,-43.21572049708554,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91032864,-43.2157205","https://www.google.com/maps/dir/?api=1&destination=-22.91032864,-43.2157205",OK,"Natureza OP, unidade operacional ou diretoria operacional",,{8894FC45-18A3-47A3-8F8D-F984C3D2EA0D}
365,DLU,DLU,LRB,Superintendência Regional Barra-Jacarepaguá,Tecnologia,Manutenção / frota / logística,OP,SUPERINTENDENCIA,Náutica,46000000,48748.0,"Avenida, Armando de Lombardi , 30, , Bairro Barra da Tijuca, Rio de Janeiro",Barra da Tijuca,22640000,"992815920 E-mails(s): alexandre.macedo@prefeitura.rio, lrb.comlurb@gmail.com",,-23.00636987836075,-43.30748956310627,"http://maps.google.com/maps?q=&layer=c&cbll=-23.00636988,-43.30748956","https://www.google.com/maps/dir/?api=1&destination=-23.00636988,-43.30748956",OK,Termos de tecnologia/sistemas/informática,,{492CE8F8-3811-4F14-9515-C0AD878E7722}
